categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
transporte almacenamiento y comunicaciones,J,servicio de correo y telecomunicaciones,servicios de telecomunicaciones,servicios de telecomunicaciones,64202,servicio de transmision de radio y television,"El servicio de red necesario para la transmisión de señales visuales y auditivas a través de radio y televisión, estaciones repetidoras y satélites. Servicios de alquiler de señales e instalaciones de satélite, los servicios de conección y  los servicios "
transporte almacenamiento y comunicaciones,J,servicio de correo y telecomunicaciones,servicios de telecomunicaciones,servicios de telecomunicaciones,64209,servicios de transmision de sonido imagenes datos u otra informacion ncp,"Los servicios de videos de conferencias, televisión digital comprimida, video cable, internet, intranet, servicios de red digital se servicos integrados, el  asesoramiento, asistencia técnica y mantenimiento de equipo y de material auxiliar, etc."
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",intermediacion monetaria,servicios de la banca central,65110,servicios de la banca central,"Las actividades del Banco Central de Bolivia: la recepción de depósitos para operaciones de compensación entre instituciones financieras, el mantenimiento de la reservas nacionales de divisas y la emisión y la administración de la moneda nacional."
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",intermediacion monetaria,otros tipos de intermediacion monetaria,65191,servicios de las entidades bancarias,"Las actividades de todos lo bancos, incluidas la entidades oficiales de  crédito"
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",intermediacion monetaria,otros tipos de intermediacion monetaria,65192,servicios de las cajas de ahorro y prestamo,Las actividades de las cajas de ahorro
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",intermediacion monetaria,otros tipos de intermediacion monetaria,65193,servicios de las cooperativas de ahorro y credito,Las cooperativas de crédito rurales y no rurales.
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",otros tipos de intermediacion financiera,arrendamiento financiero,65910,arrendamiento financiero,"La financiación por leasing financiero con una duración que comprende  aproximadamente la vida util prevista del bien, teniendo el beneficiario practicamente todas las ventajas de su utilización, asi como todos los riesgos vinculados a la propiedad; no es"
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",otros tipos de intermediacion financiera,otros servicios de credito,65920,otros servicios de credito,"El otorgamiento de préstamos por entidades que no reciben depósitos y que están fuera del sistema bancario, y cuyo destino es financiar otras  actividades económicas, al consumo, la vivienda u otros bienes."
intermediacion financiera,K,"intermediacion financiera, excepto planes de seguros y de administracion de fondos de jubilaciones y pensiones",otros tipos de intermediacion financiera,otro tipo de servicios de intermediacion financiera ncp,65990,otro tipo de servicios de intermediacion financiera ncp,La intermediación financiera distinta a la efectada por instituciones monetarias.
intermediacion financiera,K,"servicios de seguros y de administracion de fondos de jubilaciones y pensiones, excepto los planes de seguridad social de afiliacion obligatoria",servicios de seguros y de administracion de fondos de jubilaciones y pensiones excepto los planes de seguridad social de afiliacion obligatoria,servicio de planes de seguros de vida,66010,servicio de planes de seguros de vida,"Los seguros y reaseguros de vida y otros tipos de seguro a largo o corto plazo, contengan o no un elemento importante de ahorro, incluyendo la captación y la inversión de fondos."
intermediacion financiera,K,"servicios de seguros y de administracion de fondos de jubilaciones y pensiones, excepto los planes de seguridad social de afiliacion obligatoria",servicios de seguros y de administracion de fondos de jubilaciones y pensiones excepto los planes de seguridad social de afiliacion obligatoria,administracion de fondos de jubilaciones y pensiones,66020,administracion de fondos de jubilaciones y pensiones,Los planes de pensiones jubilatorias y las acividades de captación e inversión de los fondos.
intermediacion financiera,K,"servicios de seguros y de administracion de fondos de jubilaciones y pensiones, excepto los planes de seguridad social de afiliacion obligatoria",servicios de seguros y de administracion de fondos de jubilaciones y pensiones excepto los planes de seguridad social de afiliacion obligatoria,servicios de otros planes de seguros excepto de vida,66030,servicios de otros planes de seguros excepto de vida,"Los planes de seguros contra accidentes, o contra incendios, seguro médico,  de casas o de automóviles, seguro de transporte, contra pérdidas pecuniarias de responsabilidad civil,etc."
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,"servicios auxiliares de la intermediacion financiera, excepto los servicios de planes de seguros y de administracion de fondos de jubilaciones y pensiones",servicios de administracion de mercados financieros,67110,servicios de administracion de mercados financieros,Abarca la administración y supervisión de supermercados financieros por corporaciones independientes de las autoridades públicas y las bolsas de valores u otras entidades que regulan o supervisan las operaciones de los mercados financieros.
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,"servicios auxiliares de la intermediacion financiera, excepto los servicios de planes de seguros y de administracion de fondos de jubilaciones y pensiones",servicios bursatiles de mediacion o por cuenta de terceros,67120,servicios bursatiles de mediacion o por cuenta de terceros,Las actividades de los agentes de valores. Los mediadores en los mercados monetario y en los de divisas. Otras actividades de medición en los mercados financieros.
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,"servicios auxiliares de la intermediacion financiera, excepto los servicios de planes de seguros y de administracion de fondos de jubilaciones y pensiones",servicios auxiliares de la intermediacion financiera ncp,67191,servicios de casas y agencias de cambio,Servicios de casas y agencias de cambio
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,"servicios auxiliares de la intermediacion financiera, excepto los servicios de planes de seguros y de administracion de fondos de jubilaciones y pensiones",servicios auxiliares de la intermediacion financiera ncp,67199,otros servicios auxiliares de la intermediacion financiera ncp,"Los asesores financieros, asesores y corredores hipotecarios, librecambistas, etc."
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,servicios auxiliares a los servicios de seguros y de administracion de fondos de jubilaciones y pensiones,servicios auxiliares a los servicios de seguros y de administracion de fondos de jubilaciones y pensiones,67201,servicios auxiliares a los servicios de seguros y de administracion de fondos de jubilaciones y pensiones,"Las actividades involucradas o estrechamente relacionadas con la administración de los seguros pero distintas de la intermediación financiera. Los servicios de corredores de seguros, peritos, tasadores y liquidadores de siniestros y acuarios, sosciedades "
intermediacion financiera,K,servicios auxiliares de la intermediacion financiera,servicios auxiliares a los servicios de seguros y de administracion de fondos de jubilaciones y pensiones,servicios auxiliares a los servicios de seguros y de administracion de fondos de jubilaciones y pensiones,67202,servicios auxiliares a los servicios de administracion de fondos de jubilaciones y pensiones,"Las actividades involucradas o estrechamente relacionadas con la administración de los fondos de pensiones, pero distintos de la  intermediación financiera."
servicios inmobiliarios empresariales y de alquiler,L,servicios inmobiliarios,"servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados","servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados",70100,servicios inmobiliarios realizados por cuenta propia con bienes propios o arrendados,"La compra, venta, alquiler y explotación de bienes inmuebles propios o alquilados, tales como edificios de apartamentos, viviendas y edificios no  residenciales; la urbanización y el fraccionamiento de terrenos en solares, etc. El acondicionamiento y la v"
servicios inmobiliarios empresariales y de alquiler,L,servicios inmobiliarios,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,70201,servicios inmobiliarios de compra venta y alquiler,"Compra, venta, alquiler, remate, tasación, etc., realizadas a cambio de una  retribución o por contrata."
servicios inmobiliarios empresariales y de alquiler,L,servicios inmobiliarios,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,70202,servicios de administracion inmobiliaria de bienes inmuebles,Las agencias de cobro de alquileres.
servicios inmobiliarios empresariales y de alquiler,L,servicios inmobiliarios,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,servicios inmobiliarios realizados a cambio de una retribucion o por contrata,70203,servicios de promocion y asesoramiento en materia inmobiliaria,"Las actividades de promoción de inmuebles destinados a oficinas, hoteles, centros comerciales e industriales, etc., el asesoramiento en materia mobiliaria a cambio de una retribución por contrata."
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de equipo de transporte,alquiler de equipo de transporte por via terrestre sin personal,71110,alquiler de equipo de transporte por via terrestre sin personal,"El alquiler de toda clase de equipo de transporte terrestre, a saber, locomotoras y vapores de ferrocarril, automóviles, camiones, remolques y  semirremolques, motocicletas, casas rodantes, etc., sin conductor. Se incluye el alquiler a corto y largo plazo"
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de equipo de transporte,alquiler de equipo de transporte por via acuatica sin personal,71120,alquiler de equipo de transporte por via acuatica sin personal,"El alquiler de deslizadores a motot, balsas pesacdoras, sin tripulación. Esta clase  no incluye: El alquiler de equipo de transporte acuático dotado de tripulación (véase 6120)."
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de equipo de transporte,alquiler de equipo de transporte por via aerea sin personal ni tripulacion,71130,alquiler de equipo de transporte por via aerea sin personal ni tripulacion,"El alquiler de equipo de transporte por vía aérea, a saber, aeroplanos sin tripulación , sea o no a corto o largo plazo y comprenda o no servicios de mantenimiento. Esta clase no incluye: El alquiler de equipo de tranporte por vía aerea dotado de tripulac"
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de maquinaria y equipo,alquiler de maquinaria y equipo agropecuario sin personal,71210,alquiler de maquinaria y equipo agropecuario sin personal,El alquiler de maquinaria y equipo agrpecuario sin operarios. Esta clase no incluye: El alquiler de este tipo de maquinaria o equipo con operarios (véase 0140). El arrendamiento con opción de compra ( véase 6591).
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de maquinaria y equipo,alquiler de maquinaria y equipo de construccion e ingenieria civil sin personal,71220,alquiler de maquinaria y equipo de construccion e ingenieria civil sin personal,El alquiler a corto o largo plazo de maquinaria y equipo de construcción e ingeniería civil sin operarios. Esta clase no incluye: El alquiler de este tipo de maquinaria o equipo con operarios (véase 4550). El arrendamiento con opción de compra (véase 6591
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de maquinaria y equipo,alquiler de maquinaria y equipo de oficina (incluso computadoras),71230,alquiler de maquinaria y equipo de oficina (incluso computadoras),"El alquiler de todo tipo de maquinaría y equipo de oficina, como máquinas de reproducción, maquinas de escribir procesadoras de textos; de contabilidad  como calculadoras electrónicas, cajas registradoras, y otras máquinas provistas de dispositivos de cál"
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de maquinaria y equipo,alquiler de otros tipos de maquinaria y equipo sin personal ncp,71290,alquiler de otros tipos de maquinaria y equipo sin personal ncp,"El alquiler de todo tipo de maquinaria, sea o no electrica, utilizada en general  por la industrias en sus actividades de producción, tales como motores y  turbinas; máquinas herramienta; equipo para la explotación de minas y de yacimiento de petróleo; eq"
servicios inmobiliarios empresariales y de alquiler,L,"alquiler de equipo de transporte, maquinaria, de efectos personales y enseres domesticos",alquiler de efectos personales y enseres domesticos ncp,alquiler de efectos personales y enseres domesticos ncp,71300,alquiler de efectos personales y enseres domesticos ncp,"El alquiler de todo tipo de artículos independientemente de que sus usuarios son hogares o industrias. El alquiler especializado de artículos tales como productos textiles (lavado o no ), prendas de vestir y calzado, muebles artículos de cerámica y de vid"
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,servicios de consultores en equipo de informatica,servicios de consultores en equipo de informatica,72100,servicios de consultores en equipo de informatica,"La asesoria sobre clases y configuraciones de aparatos, así como los correspondientes programas y aplicaciones, análisis de las necesidades y  problemas de los usuarios y asesoramiento sobre posibles soluciones. Esta subclase no incluye: La asesoría sobre"
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,servicios de consultores en informatica y suministro de programas de informatica,servicios de consultores en informatica y suministro de programas de informatica,72200,servicios de consultores en informatica y suministro de programas de informatica,"El análisis y resolución de la necesidades y problemas de los usuarios. La  creación de producción, suministro y documentación de programas hechos  a medida con arreglo a pedidos de usuarios específicos. La creación,  producción, susministro y documentaci"
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,procesamiento de datos,procesamiento de datos,72300,procesamiento de datos,"El proceso de tratatamiento de datos suministrado por el cliente: proceso completo de Datos. Servicio de entrada de datos; su grabación, lectura óptica, etc. La gestión y utlización de forma continuada, de instalaciones de proceso de datos.  Esta clase no"
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,servicios relacionados con bases de datos,servicios relacionados con bases de datos,72400,servicios relacionados con bases de datos,Las actividades relacionadas con las bases de datos: la creación de base  datos. El almacenamiento de datos: elaboración de un modelo de registro informático para alamacenar la información prevista en un  formato  prestablecido. El servicio de consulta de
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,"servicios de mantenimiento y reparacion de maquinaria de oficina, contabilidad e informatica","servicios de mantenimiento y reparacion de maquinaria de oficina, contabilidad e informatica",72500,servicios de mantenimiento y reparacion de maquinaria de oficina contabilidad e informatica,"En esta clase incluyen el mantenimiento y la reparación de maquinaria de oficina, contabilidad e informática y del equipo períferico conexo"
servicios inmobiliarios empresariales y de alquiler,L,servicios informaticos y actividades conexas,otras actividades de informatica,otras actividades de informatica,72900,otras actividades de informatica,Actividades de informática no clasificadas en otra parte.
servicios inmobiliarios empresariales y de alquiler,L,investigacion y desarrollo,investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,73101,servicio de investigacion y desarrollo en  ciencias naturales,"Esta clase abarca los estudios sistemáticos y las actividades creativas que se ajustan a las actividades de investigaciones y desarrollo en las ciencias Naturales (Biología, Estadística, Física, Informatica, Matemáticas, Quimica  y Medicina). Su objetivo "
servicios inmobiliarios empresariales y de alquiler,L,investigacion y desarrollo,investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,73102,servicio de investigacion y desarrollo en ingenieria,"Los estudios sistemáticos y esfuerzos creativos en el campo de la ingeniería (Civil,Eléctrica, Electrónica, Quimica, Mecánica, Ingeniería industrial,  Petrolera, Metalurgíca). Esta subclase no incluye: La enseñanaza superior; aunque se realicen actividade"
servicios inmobiliarios empresariales y de alquiler,L,investigacion y desarrollo,investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,73200,investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,"Los trabajos sistematicos de  naturaleza creativa que forma parte de las  actividades de investigación y desarrollo descritos anteriormente y se  realizan en el campo de las ciencias sociales (sociología, trabajo social, antropología- arqueología, ciencia"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,"servicios juridicos y de contabilidad, teneduria de libros y auditoria; asesoramiento en materia de impuestos; estudio de mercados y realizacion de encuestas de opinion publica; asesoramiento empresar",servicios juridicos,74110,servicios juridicos,"El asesoramiento y la representación en casos civiles, penales, familiares, agrarios, mineros, comerciales, laborales, administrativos y de otra índole, a saber la representación de los intereses de una parte contra los de otra sea o  ante tribunales u ot"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,"servicios juridicos y de contabilidad, teneduria de libros y auditoria; asesoramiento en materia de impuestos; estudio de mercados y realizacion de encuestas de opinion publica; asesoramiento empresar","servicios de contabilidad, teneduria de libros y auditoria; asesoramiento en materia de impuestos",74120,servicios de contabilidad teneduria de libros y auditoria; asesoramiento en materia de impuestos,El registro contable de las transacciones comerciales de empresas u otras  entidades . La preparación e inspección  de cuentas fiancieras y la  certificación de su exactitud. La preparación de declaraciones del impuesto  sobre la renta de las personas fís
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,"servicios juridicos y de contabilidad, teneduria de libros y auditoria; asesoramiento en materia de impuestos; estudio de mercados y realizacion de encuestas de opinion publica; asesoramiento empresar",estudios de mercado y realizacion de encuestas de opinion publica,74130,estudios de mercado y realizacion de encuestas de opinion publica,"Los estudios sobre las posibilidades de comercialización, la aceptación y  el grado de difusión de los productos y sobre los hábitos de compra de los consumidores como objeto de promover las ventas y desarrollar  nuevos productos, incluido los analisis es"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,"servicios juridicos y de contabilidad, teneduria de libros y auditoria; asesoramiento en materia de impuestos; estudio de mercados y realizacion de encuestas de opinion publica; asesoramiento empresar","servicio de asesoramiento, orientacion y gestion empresarial",74140,servicio de asesoramiento orientacion y gestion empresarial,"Los serviciode easesoramiento, orientación y asistencia prestados alas empresas: el asesoramiento y ayuda a las empresas y organismos públicos para la planificación, organización, la búsqueda de la eficacia y del control la información dela gestión, etc. "
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicio de arquitectura e ingenieria y otras actividades tecnicas,74211,servicios de arquitectura,"Las actvidades de diseño de edificios, el dibujo de planos de  construcción y, a menudo la supervisión de obras, asi como con la planificación urbana y arqutectura paisajista Esta subclase no incluye: La decoración de interiores (véase 7499)."
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicio de arquitectura e ingenieria y otras actividades tecnicas,74212,servicios de ingenieria,"Las actividades técnicas o de ingeniería abaracan actividades especializadas que se relacionan con la ingeniería civil, hidraúlica y de tráfico, incluso la dirección de obras, la ingeniería eléctrica y electrónica, la ingenieria de minas, la ingeniería qu"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicio de arquitectura e ingenieria y otras actividades tecnicas,74213,servicios geologicos y  de prospeccion minera,Las actividades geológicas y de prospección minera.
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicio de arquitectura e ingenieria y otras actividades tecnicas,74214,servicios geologicos y  de prospeccion petrolera,Las actividades geológicas y de prospección petrolera.
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicio de arquitectura e ingenieria y otras actividades tecnicas,74219,otros servicios de actividades tecnicas,Las actividades técinas no contempladas en otra parte.
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicio de arquitectura e ingenieria y otras actividades tecnicas,servicios de ensayos y analisis tecnicos,74220,servicios de ensayos y analisis tecnicos,"La medición de la pureza de agua o aire, de la radioactividad; el análisis de la contaminación potencial por emisión de humos o aguas residuales. Los análisis en el campo de la alimentación. La realización de pruebas de resistencia de materiales. El contr"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios de publicidad,servicios de publicidad,74300,servicios de publicidad,La prestación de servicios de publicidad. Las actividades de las empresas de publicidad abaracan la creación y realización de campañas publicitarias independientemente del medio en el que se vayan a difundir. La colocación de publicidad exterior de cartel
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,obtencion y dotacion de personal,74910,obtencion y dotacion de personal,"La búsqueda, selección, colocación de personal directivo y ejecutivo: la descripción del puesto de trabajo, la selección y el exámen de candidatos,  la investigación de referencias, etc. La busqueda,  selección y colocación del personal, ya sea para la em"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,servicios de investigacion y seguridad,74921,servicios de transporte de caudales y objetos de valor,"El transporte de objetos de valor, el servicio de vehículos blindados,etc."
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,servicios de investigacion y seguridad,74922,servicios de investigacion y seguridad personal,"Los servicios de investigación, las actividades de los detectives privados, los servicios de vigilancia protección y seguridad: la custodia por  vigilantes, jurados de edificios de departamentos, oficinas, almacenes, fabricas, solares en construcción, etc"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,servicios de limpieza de edificios,74930,servicios de limpieza de edificios,"La limpieza interior de todo tipo de edificios, incluidas oficinas, fabricas, comercios, edificios de organismos públicos y otros establecimientos empresariales y profesionales.  La limpieza de cristales, la limpieza de chimeneas, hogares de chimeneas, li"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,servicios de fotografia,74940,servicios de fotografia,"La producción de fotografías comerciales y de consumo privado: la realización de retratos para pasaportes, colegios, bodas, etc. La  fotografía para anuncios y editoriales, actividades relacionadas con la moda y para anuncios inmobiliarios o turisticos. L"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,servicios de envase y empaque,74950,servicios de envase y empaque,"La actividades de embasado y empaquetado por cuenta de terceros, con intervención o no de procesos automatizados: llenado de aerosoles, embotellado de productos líquido, empaquetados de sólidos, (al vacio, con papel de aluminio, etc), etiquetado, embalaje"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,"servicios de fotocopias, impresion heliografica y otras formas de reproduccion",74960,servicios de fotocopias impresion heliografica y otras formas de reproduccion,"Las actividades de fotocopiado y la reproducción de fotocopias, impresión de copias heliográficas, otros servicios de reproducción"
servicios inmobiliarios empresariales y de alquiler,L,servicios empresariales,servicios empresariales ncp,otros servicios empresariales ncp,74990,otros servicios empresariales ncp,"Una gran variedad de actividades de tipo servicio realizadas generalmente  para clientes comerciales: cobranzas de cuentas, evaluación y calificación  del grado de solvencia a las prácticas comerciales de particulares o empresas.  Intermediación comercial"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",administracion del estado y aplicacion de la politica economica y social de la comunidad,administracion publica,75110,administracion publica,"El desempeño de funciones ejecutivas y legislativas de administración  central regional y local; la administración y supervisión de asuntos fiscales, la aplicación del presupuesto y la gestión de los fondos  públicos ; la gestión administrativa de servici"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",administracion del estado y aplicacion de la politica economica y social de la comunidad,"regulacion de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social",75120,regulacion de las actividades de organismos que prestan servicios sanitarios educativos culturales y otros servicios sociales excepto servicios de seguridad social,"La gestión adminsitrativa de programas destinados a mejorar el bienestar de los ciudadamos de departamentos públicos de : sanidad, eduación, cultura, deporte, actividades recreactivas, medio ambientales vivienda, servicios sociales, etc. Esrta clase no in"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",administracion del estado y aplicacion de la politica economica y social de la comunidad,regulacion y facilitacion de la actividad economica,75130,regulacion y facilitacion de la actividad economica,"La administración pública y la regulación de varios sectores económicos (agricultura, ordenación territorial, recursos energéticos, y mineros,  infraestructura, transporte, comunicaciones, y hoteleria y turismo);  las actividades de apoyo, donaciones subv"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",administracion del estado y aplicacion de la politica economica y social de la comunidad,actividades de servicios auxiliares para la administracion publica en general,75140,actividades de servicios auxiliares para la administracion publica en general,"Las actividades de servicios generales de personal; la administración,  dirección y apoyo de servicios generales, compras y suministros, etc. Conservación y custodia de registros y archivos públicos, administración de edificios de propiedad pública u ocup"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",prestacion de servicios a la comunidad en general,relaciones exteriores,75210,relaciones exteriores,"La gestión administrativa y funcionamiento del Ministerio  de Asuntos  Exteriores y las representaciones diplomáticas y consulares acreditadas  en el extranjero, la concesión de ayuda económica a terceros países,  este o no canalizada a través de organiza"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",prestacion de servicios a la comunidad en general,actividades de defensa,75220,actividades de defensa,"La dirección, supervisión y gestión de asuntos y jueces de defensa militar:  establecimientos penitenciarios. respectivos comandos como ser el de ingeniería, transportes, comunicaciones, inteligencia, sevicio de información, material, y otras fuerzas y ma"
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",prestacion de servicios a la comunidad en general,actividades de mantenimiento del orden publico y de seguridad,75231,actividades de servicios judiciales y de justicia,"La administración y el funcionamiento  del sistema judicial y de los  tribunales civiles, penales, militares, etc. La administración de establecimientos penitenciarios."
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",prestacion de servicios a la comunidad en general,actividades de mantenimiento del orden publico y de seguridad,75232,actividades de servicios de orden publico y de seguridad,"Incluye las actividades de las fuerzas especiales de policia, protección  civil, extensión y prevensión de incendios, etc."
administracion publica defensa y seguridad social obligatoria,M,"administracion publica, defensa y seguridad social obligatoria",actividades de planes de seguridad social de afiliacion obligatoria,actividades de planes de seguridad social de afiliacion obligatoria,75300,actividades de planes de seguridad social de afiliacion obligatoria,"Los elementos específicos que conforman la seguridad social obligatoria o pública son los siguientes: gestión por organismos  públicos y por entidades privadas, debidamente autorizadas, de  prestaciones económicas establecidas a favor de la totalidad de l"
educacion,N,educacion,educacion primaria,educacion primaria,80101,educacion  inicial,"La eduacción preescolar y la educación infantil impartida en centros públicos o privados autorizados por la administración educativa. Se  imparte en guarderia infantiles, escuelas de párvulos o jardínes de infancia, para los niños que no estan aún en edad"
educacion,N,educacion,educacion primaria,educacion primaria,80102,educacion primaria,"La enseñanza general en escuelas educativas elementales, unidades educativas primarias cuya función principal consiste en proporcionar los primeros elementos de la instrucción. Los programas persiguen el objetivo de dotar a los estudiantes de conocimiento"
educacion,N,educacion,educacion secundaria,educacion secundaria de formacion general,80210,educacion secundaria de formacion general,"Se imparte en unidades educativas, escuelas técnicas e implica cuatro años  como mínimo de estudio, brindando una educación general o especializada,  a todas las personas que culminaron el nivel primario. La especialización esta encaminada a preparar a lo"
educacion,N,educacion,educacion secundaria,educacion secundaria de formacion tecnica y profesional,80220,educacion secundaria de formacion tecnica y profesional,La enseñanza técnica y profesional de nivel inferior al universitario. Por lo general en los programas de este nivel se hace hincapíe en una determinada  especialización y se imparten conocimientos teóricos y prácticos que suelen tener por objeto mejorar 
educacion,N,educacion,educacion superior,educacion superior,80301,formacion superior no universitaria,"La educación postsecundaria que no conduce a la obtención de un título universitario: formación docente, educación en intituciones militares."
educacion,N,educacion,educacion superior,educacion superior,80302,educacion superior universitaria,"La educación universitaria propiamente dicha, que culmina en la obtención de un título universitario. En este nivel se ofrece una gran variedad de  programas especializados en diferentes disciplinas, algunos de los cuales se concentran en conocimientos pr"
educacion,N,educacion,educacion superior,educacion superior,80303,educacion superior de especializacion y postgrado,"La formación en cursos especializados y postgrado que precisan para su  realización poseer una titulación universitaria. Formación a nivel de doctorado, especialización, médica, etc."
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80901,educacion de adultos,"La enseñanza para personas no abarcadas por los sistemas ordinarios de  enseñanza primaria, secundaria y universitaria, la instrucción puede ser diurna o nocturna, impartidas en escuelas o en instituciones especiales para adultos. Instrucción impartida me"
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80902,ensenanza comercial contable y secretariado,"Enseñanza comercial, contable y secretariado"
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80903,ensenanza de artes,Enseñanza de artes
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80904,ensenanza para la prestacion de servicios (hoteleria reposteria confeccion peluqueria  etc),"Enseñanza para la prestación de servicios (hotelería, repostería , confección peluquería, etc.)"
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80905,ensenanza para la conduccion de automotores y aviones,Enseñanza para la conducción de automotores y aviones
